Subject	Age	Gender	Handedness	Rotation	Data	OraStart	TrialCount	TrialType	Prime	Target	Relatedness	rt	Resp
8	22	Female	Right	B	09/11/2016	12:23:52	1	Prova	wellness	well	4	886	2
8	22	Female	Right	B	09/11/2016	12:23:52	2	Prova	homeless	home	4	436	2
8	22	Female	Right	B	09/11/2016	12:23:52	3	Prova	tricky	tricker	4	654	2
8	22	Female	Right	B	09/11/2016	12:23:52	4	Prova	character	char	4	592	2
8	22	Female	Right	B	09/11/2016	12:23:52	5	Prova	translater	pulter	4	667	1
8	22	Female	Right	B	09/11/2016	12:23:52	6	Prova2	escape	exat	4	654	1
8	22	Female	Right	B	09/11/2016	12:23:52	7	Prova2	investigator	invest	4	939	2
8	22	Female	Right	B	09/11/2016	12:23:52	8	Prova2	examiner	exam	4	436	2
8	22	Female	Right	B	09/11/2016	12:23:52	9	Prova2	topic	top	4	593	2
8	22	Female	Right	B	09/11/2016	12:23:52	1	Warmup	unpack	pack	5	482	2
8	22	Female	Right	B	09/11/2016	12:23:52	2	Warmup	tartare	tariff	5	511	2
8	22	Female	Right	B	09/11/2016	12:23:52	3	Warmup	cowrie	sturms	5	528	2
8	22	Female	Right	B	09/11/2016	12:23:52	4	Warmup	cortex	newbie	5	664	1
8	22	Female	Right	B	09/11/2016	12:23:52	5	Warmup	pullma	pulm	5	691	2
8	22	Female	Right	B	09/11/2016	12:23:52	1	TrialPrimaParte	plumage	plum	1	802	2
8	22	Female	Right	B	09/11/2016	12:23:52	2	TrialPrimaParte	inventory	invent	1	551	2
8	22	Female	Right	B	09/11/2016	12:23:52	3	TrialPrimaParte	phoenix	blont	2	646	1
8	22	Female	Right	B	09/11/2016	12:23:52	4	TrialPrimaParte	parenthesis	parent	1	701	2
8	22	Female	Right	B	09/11/2016	12:23:52	5	TrialPrimaParte	thinly	golf	0	509	2
8	22	Female	Right	B	09/11/2016	12:23:52	6	TrialPrimaParte	sudden	verty	2	708	1
8	22	Female	Right	B	09/11/2016	12:23:52	7	TrialPrimaParte	lessen	bomb	0	875	2
8	22	Female	Right	B	09/11/2016	12:23:52	8	TrialPrimaParte	answer	anwe	2	657	1
8	22	Female	Right	B	09/11/2016	12:23:52	9	TrialPrimaParte	nincompoops	ninpoo	2	612	1
8	22	Female	Right	B	09/11/2016	12:23:52	10	TrialPrimaParte	vivacious	vicis	2	566	1
8	22	Female	Right	B	09/11/2016	12:23:52	11	TrialPrimaParte	swotting	chuly	2	1071	2
8	22	Female	Right	B	09/11/2016	12:23:52	12	TrialPrimaParte	artistry	artist	1	546	2
8	22	Female	Right	B	09/11/2016	12:23:52	13	TrialPrimaParte	editor	plan	0	676	2
8	22	Female	Right	B	09/11/2016	12:23:52	14	TrialPrimaParte	cheaply	twin	0	878	2
8	22	Female	Right	B	09/11/2016	12:23:52	15	TrialPrimaParte	widen	amp	0	647	1
8	22	Female	Right	B	09/11/2016	12:23:52	16	TrialPrimaParte	beastly	widow	0	591	2
8	22	Female	Right	B	09/11/2016	12:23:52	17	TrialPrimaParte	rational	ration	1	632	2
8	22	Female	Right	B	09/11/2016	12:23:52	18	TrialPrimaParte	harden	filth	0	807	2
8	22	Female	Right	B	09/11/2016	12:23:52	19	TrialPrimaParte	neutron	whese	2	898	1
8	22	Female	Right	B	09/11/2016	12:23:52	20	TrialPrimaParte	hourly	snip	0	702	1
8	22	Female	Right	B	09/11/2016	12:23:52	21	TrialPrimaParte	daring	dalig	2	560	2
8	22	Female	Right	B	09/11/2016	12:23:52	22	TrialPrimaParte	teacher	teach	1	821	2
8	22	Female	Right	B	09/11/2016	12:23:52	23	TrialPrimaParte	formal	guilt	0	603	2
8	22	Female	Right	B	09/11/2016	12:23:52	24	TrialPrimaParte	gently	pub	0	586	2
8	22	Female	Right	B	09/11/2016	12:23:52	25	TrialPrimaParte	cryptic	crypt	1	1231	2
8	22	Female	Right	B	09/11/2016	12:23:52	26	TrialPrimaParte	baronet	baron	1	459	2
8	22	Female	Right	B	09/11/2016	12:23:52	27	TrialPrimaParte	abstract	fewtu	2	603	1
8	22	Female	Right	B	09/11/2016	12:23:52	28	TrialPrimaParte	sensuous	secly	2	724	1
8	22	Female	Right	B	09/11/2016	12:23:52	29	TrialPrimaParte	grueling	gruel	1	691	2
8	22	Female	Right	B	09/11/2016	12:23:52	30	TrialPrimaParte	gravel	flixy	2	768	2
8	22	Female	Right	B	09/11/2016	12:23:52	31	TrialPrimaParte	vertical	verks	2	700	1
8	22	Female	Right	B	09/11/2016	12:23:52	32	TrialPrimaParte	reaction	react	1	1333	2
8	22	Female	Right	B	09/11/2016	12:23:52	33	TrialPrimaParte	cuffs	glad	0	558	2
